숙소번호,모텔명,리뷰별 상세,추천여부,상위5긍정단어,상위5부정단어
11,순천 여행스케치펜션,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 4, '부정단어 개수': 1}, {'리뷰순': 3, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 2}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 0}]",매우추천숙소,"순천만, 최고, 주차, 접근성, 방도","냄새, 소음, 벌레"
12,순천 더소풍펜션,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 11, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 3}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 2, '부정단어 개수': 4}]",추천숙소,"펜션, 주차, 방도, 정리, 추천","냄새, 쓰레기, 벌레, 계단, 잘못"
13,순천 라온하우스애견펜션,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",매우추천숙소,"최고, 항상, 카페, 동반, 걱정",
14,순천 힐링펜션,"[{'리뷰순': 1, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 4, '부정단어 개수': 2}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 3, '부정단어 개수': 2}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 0}]",추천숙소,"접근성, 컨디션, 오락, 구비, 센스","벌레, 냄새, 모기, 협소, 반대편"
15,순천 순천만여행펜션,"[{'리뷰순': 1, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 8, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 2}, {'리뷰순': 6, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 11, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 13, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",매우추천숙소,"순천만, 마트, 펜션, 가족, 방도","아쉬움, 머리카락, 노후, 별로, 냄새"
16,순천 천지글램핑펜션,"[{'리뷰순': 1, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 3}, {'리뷰순': 5, '긍정단어 개수': 3, '부정단어 개수': 4}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 2, '부정단어 개수': 1}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 11, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 4}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",추천숙소,"수영장, 추억, 덕분, 접근성, 고요","곰팡이, 바퀴벌레, 벌레, 공사, 거미줄"
17,순천 순천만그리고나펜션,"[{'리뷰순': 1, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 0}]",매우추천숙소,"수영장, 순천만, 가족, 추천, 펜션",
18,순천 순천만생태펜션,"[{'리뷰순': 1, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 2, '부정단어 개수': 0}]",매우추천숙소,"순천만, 접근성, 펜션, 카페, 관광지",
19,순천 순천만포시즌펜션,"[{'리뷰순': 1, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 6, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 2, '부정단어 개수': 1}, {'리뷰순': 14, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 8, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",매우추천숙소,"펜션, 순천만, 추천, 테라스, 덕분","계단, 방음"
20,순천 뜰애펜션,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 6, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 4, '부정단어 개수': 3}, {'리뷰순': 19, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",매우추천숙소,"추천, 방도, 테라스, 펜션, 가족","불편하다, 방음, 계단"
21,순천 순천만로맨스펜션,"[{'리뷰순': 1, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 2, '부정단어 개수': 3}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",추천숙소,"감사, 펜션, 동반, 수고, 가족","벌레, 얼룩, 바퀴벌레, 거미"
22,구례 지리산녹차별펜션,"[{'리뷰순': 1, '긍정단어 개수': 2, '부정단어 개수': 1}, {'리뷰순': 2, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 2, '부정단어 개수': 1}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 1}]",매우추천숙소,"계곡, 맞이, 가족, 방도, 친절",계단
23,구례 섬진강나루펜션,"[{'리뷰순': 1, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 7, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 8, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 3}, {'리뷰순': 14, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 0, '부정단어 개수': 0}]",매우추천숙소,"펜션, 최고, 일몰, 추천, 감탄","춥다, 먼지, 가려움, 이건"
24,순천 순천만갈대숲펜션,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 6, '부정단어 개수': 2}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 2}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 1}, {'리뷰순': 15, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 1, '부정단어 개수': 1}]",매우추천숙소,"순천만, 방도, 부모님, 복층, 흥미","모시, 협소, 지다, 별로, 배수"
25,구례 지리산나무향기펜션,"[{'리뷰순': 1, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 8, '부정단어 개수': 2}, {'리뷰순': 18, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 5, '부정단어 개수': 0}]",매우추천숙소,"펜션, 계곡, 테라스, 방도, 친절","옆방, 포기"
26,구례 지리산쉬리펜션,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 4, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 13, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 14, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 16, '긍정단어 개수': 2, '부정단어 개수': 1}, {'리뷰순': 17, '긍정단어 개수': 9, '부정단어 개수': 2}, {'리뷰순': 18, '긍정단어 개수': 8, '부정단어 개수': 2}, {'리뷰순': 19, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 20, '긍정단어 개수': 8, '부정단어 개수': 1}]",매우추천숙소,"펜션, 계곡, 힐링, 만족, 복층","추위, 벌레, 냄새, 계단, 단점"
27,구례 지리산로시난테하우스펜션,"[{'리뷰순': 1, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 2, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 3, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 4, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 5, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 6, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 7, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 8, '긍정단어 개수': 1, '부정단어 개수': 0}, {'리뷰순': 9, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 10, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 11, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 12, '긍정단어 개수': 2, '부정단어 개수': 1}, {'리뷰순': 13, '긍정단어 개수': 5, '부정단어 개수': 0}, {'리뷰순': 14, '긍정단어 개수': 2, '부정단어 개수': 0}, {'리뷰순': 15, '긍정단어 개수': 0, '부정단어 개수': 1}, {'리뷰순': 16, '긍정단어 개수': 3, '부정단어 개수': 0}, {'리뷰순': 17, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 18, '긍정단어 개수': 0, '부정단어 개수': 0}, {'리뷰순': 19, '긍정단어 개수': 10, '부정단어 개수': 1}, {'리뷰순': 20, '긍정단어 개수': 2, '부정단어 개수': 0}]",매우추천숙소,"펜션, 힐링, 수영장, 계곡, 배려","벌레, 한숨"
