부정,점수
우울한,-1
우중충하다,-1
우중충히,-1
운명이 박복함,-1
운수가 나빠서,-1
운이 사납거나,-1
울거나,-1
울거나 흐느낄,-1
울걱,-1
울걱거리다,-1
울걱대다,-1
울걱울걱,-1
울걱하다,-1
울고,-1
울고 다니는,-1
울꺽대다,-1
울다,-1
울려고,-1
울려고 할,-1
울부짖음 또는,-1
울분,-1
울분하다,-1
울상이,-1
울상이 되어,-1
울음,-1
울음소리,-1
울음이,-1
울음이 터져,-1
울컥대다,-1
울컥하다,-1
울화,-1
울화로,-1
원망과,-1
원망스럽게,-1
원망스럽게 생각하다,-1
원망스럽게 종알종알,-1
원망스럽게 중얼중얼,-1
원망스럽고,-1
원망스럽다,-1
원망이나,-1
원망하는,-1
원망하는 것,-1
원망하다,-1
원망하듯,-1
원치 않은,-1
원통하거나,-1
원통하게,-1
원통하고,-1
원통하고 슬프게,-1
원통하고 슬프다,-1
원통하고 슬픔이,-1
원통하고 슬핌이,-1
원통하여,-1
원통하여 원망스럽게,-1
원통한,-1
원통한 마음을,-1
원통한 일에,-1
원통한 일을,-1
원한,-1
원한을 사다,-1
원한을 품고,-1
원한이,-1
원한이 맺혀서,-1
원한이나,-1
원활하지 않게,-1
위장염의,-1
위태로움,-1
위험이,-1
위험이 생기거나,-1
위험하다,-1
위험한,-1
위험한 일을,-1
위협에,-1
위협을,-1
위협적이거나,-1
위협적이거나 압도하는,-1
위협하거나,-1
위협하기,-1
위협하는,-1
위협하는 말,-1
위협하는 모양,-1
위협하는 태도나,-1
위협하다,-1
위협하여,-1
유죄,-1
윽박,-1
윽박다,-1
윽박지르다,-1
윽박질,-1
윽박질하다,-1
은혜를 모르는,-1
을 낮잡아,-1
을 낮잡아 이르는,-1
을러대고,-1
을러대고 짓눌러,-1
을러대어,-1
을러대어 몹시,-1
음기,-1
음란하다,-1
음란한,-1
음모,-1
음침한,-1
음침함,-1
음흉하고,-1
음흉하고 허망한,-1
음흉하다,-1
음흉한,-1
음흉한 데가,-1
음흉한 목적을,-1
음흉한 사람,-1
음흉한 손길,-1
의식 불명,-1
의식을 잃고,-1
의심스러운,-1
의인,-1
의젓하다,-1
이 섭섭하고 언짢다,-1
이기적,-1
이기적인,-1
이기적인 사상이나,-1
이죽이죽하면서,-1
이죽이죽하면서 느물거리는,-1
인격 파괴와,-1
인망을 깎아내려,-1
인물을 낮잡아,-1
인사불성이,-1
인사불성이 되는,-1
인색하다,-1
인색한,-1
인색한 모양,-1
인색한 사람,-1
인색한 사람을,-1
인색한 여자를,-1
인정머리 없고,-1
일에 흉하다고,-1
일을 방해하는,-1
일을 방해하다,-1
일을 방해함,-1
일을 잘못하여,-1
일이 나쁘거나,-1
일이 못마땅할,-1
일이 잘못되어,-1
일이 잘못되었거나,-1
입을 경망스럽게,-1
입을 방정맞게,-1
자괴,-1
자괴감,-1
자기의 병을,-1
자기편을 배신하여,-1
자꾸 가치작거리는,-1
자꾸 거북하다,-1
자꾸 거북한,-1
자꾸 거슬리거나,-1
자꾸 경망스럽게,-1
자꾸 경솔하게,-1
자꾸 귀찮게,-1
자꾸 불만스럽게,-1
자꾸 불평을,-1
자꾸 불평하는,-1
자꾸 불평하다,-1
자꾸 비굴하게,-1
자꾸 빈정거리다,-1
자꾸 빤빤스럽게,-1
자꾸 뻔뻔스럽게,-1
자꾸 시름시름,-1
자꾸 얄미울,-1
자꾸 얄밉게,-1
자꾸 울거나,-1
자꾸 울다,-1
자꾸 울음이,-1
자꾸 좀스럽게,-1
자꾸 좀스럽고,-1
자꾸 짓궂은,-1
자신에게 해가,-1
자신을 옭아 묶다,-1
자신을 옭아 묶음,-1
자신을 책망하다,-1
자신을 책망함,-1
자폐하다,-1
자해,-1
잔인하다,-1
잔인한,-1
잔인한 모양,-1
잔인한 사람을,-1
잔인한 형벌에,-1
잗달고,-1
잘 다투는,-1
잘 다투다,-1
잘 못하거나,-1
잘못,-1
잘못 생각하다,-1
잘못 써서,-1
잘못 판단하거나,-1
잘못되기를 바라면서,-1
잘못되는,-1
잘못되는 것을,-1
잘못되어,-1
잘못되었거나,-1
잘못되었을,-1
잘못되었을 때도,-1
잘못된,-1
잘못된 것을,-1
잘못된 견해,-1
잘못된 대답을,-1
잘못된 염탐,-1
잘못된 허물을,-1
잘못에,-1
잘못에 대하여,-1
잘못을,-1
잘못을 꾸짖거나,-1
잘못을 꾸짖다,-1
잘못을 꾸짖음,-1
잘못을 저지른,-1
잘못을 지적받거나,-1
잘못이,-1
잘못이 생겨나게,-1
잘못이나,-1
잘못이나 결함을,-1
잘못하거나,-1
잘못하다,-1
잘못하다가는 꼴로,-1
잘못하면 꼴로,-1
잘못하여,-1
잘못함,-1
잘하지 못하는,-1
잘하지 못하여,-1
잘해 내지 못하는,-1
잡되고,-1
잡되고 상스럽다,-1
잡스러운,-1
잡스러운 느낌이,-1
잡스럽게,-1
잡스럽게 굴다,-1
잡스럽다,-1
장애,-1
장애가,-1
장애가 따르고,-1
장애가 있어,-1
장애로,-1
장애를,-1
장애를 만나,-1
장애를 받거나,-1
장애를 받아,-1
장애물을,-1
장애인,-1
재난,-1
재물에 인색한,-1
재수 없게,-1
재앙,-1
재앙이,-1
재앙이나,-1
재해를 입은,-1
재해와,-1
재해와 돌림병을,-1
저급한,-1
저버리다,-1
저주,-1
저주의,-1
저주의 뜻으로,-1
저주하는,-1
저주하는 말,-1
저주하는 말을,-1
저주하여,-1
저질러진 범죄,-1
적대적으로,-1
적대적으로 대하다,-1
적수를 미워하다,-1
적절치 아니하다,-1
전염되는 병,-1
전전긍긍,-1
전전긍긍하다,-1
절도질,-1
절망,-1
절망스럽다,-1
절망에,-1
절망에 빠져,-1
절망으로,-1
절망적이다,-1
절망하다,-1
점잖이 아니하게,-1
점잖지 못하고,-1
점잖지 아니하게,-1
점잖지 아니하여,-1
정다운 맛이 없고,-1
정답지 않고,-1
정당하지 못한,-1
정당하지 않은,-1
정돈되지 아니하여,-1
정돈이 되지 아니하여,-1
정신 분열병,-1
정신 질환,-1
정신병,-1
정신을 못 차리고,-1
정신을 잃고,-1
정신을 잃는다,-1
정신을 차리지 못하고,-1
정신적 고통이,-1
정신질환,-1
제대로 되지 않아,-1
제대로 하지 못하고,-1
제대로 하지 아니하는,-1
제한적,-1
제한적인,-1
조걸위악하다,-1
조금 거북하다,-1
조금 거추장스러워서,-1
조금 거추장스럽게,-1
조금 괴롭게,-1
조금 나빠진,-1
조금 멋없게,-1
조금 멋없이,-1
조금 못마땅하게,-1
조금 밉살스럽고,-1
조금 방해가,-1
조금 성가실,-1
조금 싫증이,-1
조금 암상스럽게,-1
조금 언짢거나,-1
조금 언짢고,-1
조롱할 때,-1
조리 없는,-1
조리 없이,-1
조리에 맞지 아니하는,-1
조상을 욕되게,-1
조촐하지 못하여,-1
족치는,-1
족치는 일,-1
존못,-1
졸도,-1
좀 고까워하는,-1
좀 볼품없이,-1
좀 불평스럽게,-1
좀 천박하게,-1
좀 천하다,-1
좀스러워,-1
좀스럽게,-1
좀스럽게 계속,-1
좀스럽게 구는,-1
좀스럽게 굴다,-1
좀스럽게 꼬물거리는,-1
좀스럽게 꾸물거리다,-1
좀스럽게 눈치를,-1
좀스럽게 말하다,-1
좀스럽게 생긴,-1
좀스럽게 움직이는,-1
좀스럽게 움직이다,-1
좀스럽게 자꾸,-1
좀스럽게 지껄이는,-1
좀스럽게 짓궃은,-1
좀스럽게 짖궂은,-1
좀스럽게 충동질을,-1
좀스럽게 하다,-1
좀스럽게 혼잣말로,-1
좀스럽고,-1
좀스럽고 까다롭다,-1
좀스럽고 비굴하게,-1
좀스럽다,-1
좁고 옹졸한,-1
좆같다,-1
좆같이,-1
좋지 못하여,-1
좋지 못한,-1
좋지 못한 상황에,-1
좋지 아니하거나,-1
좋지 아니하게,-1
좋지 아니하다,-1
좋지 아니한,-1
좋지 않거나,-1
좋지 않게,-1
좋지 않다,-1
좋지 않아서,-1
좋지 않은,-1
좌욕,-1
좌절,-1
좌절하다,-1
죄,-1
죄 있는,-1
죄가,-1
죄가 될,-1
죄가 있는,-1
죄과나 잘못에,-1
죄를,-1
죄를 도리어,-1
죄를 저지르다,-1
죄를 저지름,-1
죄를 주던,-1
죄를 지어,-1
죄를 지은,-1
죄를 짓거나,-1
죄범,-1
죄수,-1
죄스러울,-1
죄스러울 정도로,-1
죄스럽다,-1
죄악 망상,-1
죄악감,-1
죄악관영,-1
죄악관영하다,-1
죄악만을,-1
죄악만을 남긴,-1
죄악만을 남긴 악정,-1
죄악사,-1
죄악상,-1
죄악스럽다,-1
죄악스레,-1
죄악시,-1
죄악시되다,-1
죄악시하다,-1
죄악에,-1
죄악에 차,-1
죄악으로,-1
죄악으로 가득,-1
죄악으로 가득 차,-1
죄악으로 보거나,-1
죄악으로 여겨지다,-1
죄악을,-1
죄악을 지어,-1
죄악이,-1
죄악이 되는,-1
죄악이라고,-1
죄악이라고 느끼는,-1
죄업,-1
죄업 망상,-1
죄에,-1
죄에 빠지게,-1
죄의 앙갚음으로,-1
죄의식,-1
죄인의,-1
죄인의 머리를,-1
죄인이,-1
죄지은,-1
죄지은 듯하여,-1
주제넘고,-1
주제넘고 건방지다,-1
주제넘다,-1
주책없는,-1
주책없는 짓이나,-1
주책없이,-1
주체스럽게,-1
죽고 싶다,-1
죽음의,-1
죽이는 짓을,-1
죽임,-1
죽임을 당하다,-1
줏대 없이,-1
중병이,-1
중병이 재발하거나,-1
중상,-1
중풍,-1
중풍으로,-1
중한 병,-1
중한 병을,-1
즐거워하지 아니하다,-1
즐거워하지 아니함,-1
증세가 나빠지도록,-1
증오,-1
증오감,-1
증오심,-1
증오하다,-1
증오해,-1
지겨워하다,-1
지겹게,-1
지겹게 여기다,-1
지겹다,-1
지겹도록,-1
지나치게 더럽고,-1
지나치게 손상되어,-1
지나치게 시기하다,-1
지나치게 시기함,-1
지나친,-1
지나친 성생활,-1
지독하다,-1
지옥,-1
지위를 얻지 못하다,-1
지위를 얻지 못함,-1
지위를 잃다,-1
지저분하게,-1
지저분하게 널려,-1
지저분하게 늘어져,-1
지저분하고,-1
지저분하고 더럽다,-1
지저분하다,-1
지저분한,-1
지저분한 모양,-1
진저리,-1
진저리가,-1
진저리가 나도록,-1
진저리가 날,-1
진절머리,-1
진절머리 나는,-1
질병,-1
질병을 앓을,-1
질병이,-1
질병이 남아,-1
질색,-1
질색하다,-1
질서 없이,-1
질이 나쁘고,-1
질환,-1
집적거려,-1
집적거리거나,-1
집적집적,-1
집적집적하다,-1
짓궂게,-1
짓궂게 굴거나,-1
짓궂게 굴다,-1
짓궂다,-1
짓궂은,-1
짓궂은 말이나,-1
짓궃게,-1
짓궃게 구는,-1
짓궃게 굴거나,-1
짓궃게 빈정거리는,-1
짓궃게 빈정거리다,-1
짓궃고,-1
짓궃고 밉살스럽게,-1
짓궃은,-1
짓궃은 데가,-1
짓궃은 말이나,-1
짖궂게,-1
짖궂게 건드리는,-1
짖궂게 건드리다,-1
짖궂게 달라붙어,-1
짖궂게 빈정거리는,-1
짖궂게 빈정거리다,-1
짖궂은,-1
짖궂은 데가,-1
짖궂은 말이나,-1
짖궂은 행동이나,-1
짜증,-1
짜증나는,-1
짜증난,-1
짜증내다,-1
짜증니 나는,-1
짜증스럽다,-1
짜증을,-1
짜증을 내는,-1
짜증을 내다,-1
짜증을 내며,-1
짜증이,-1
짜증이 나거나,-1
짜증이 나는,-1
짜증이 날 때,-1
쩔쩔매거나,-1
쩔쩔매는,-1
쩔쩔매는 모양,-1
쩔쩔맴을,-1
쩝쩝대다,-1
쪼들리게,-1
쪼들리게 살림을,-1
쪼들린,-1
쪼들린 탓으로,-1
쭈그러져 볼품없이,-1
찝쩍대다,-1
찝찝하다,-1
착실하지 못하게,-1
착실하지 못하고,-1
착실하지 못하다,-1
착실하지 못하며,-1
착실하지 못하여,-1
착실하지 않아,-1
착잡하거나,-1
착잡하거나 언짢은,-1
착하지 못함을,-1
참담한,-1
참담한 형편이나,-1
참형에,-1
참형에 처한,-1
참혹하게,-1
참혹하기,-1
참혹하기 짝이 없고,-1
참혹하다,-1
참혹하여,-1
참혹한,-1
참혹한 모습이나,-1
참혹함을,-1
참혹함을 느끼어,-1
창녀,-1
창피,-1
창피스럽다,-1
창피스레,-1
창피하게,-1
창피하게 생각하여,-1
창피하다,-1
창피하여,-1
창피한,-1
창피한 느낌,-1
창황하다,-1
채신없이,-1
채신없이 행동하는,-1
채신없이 행동하다,-1
책망,-1
책망하거나,-1
책망하다,-1
책망함,-1
처량하고,-1
처량하고 슬프게,-1
처량하고 슬프다,-1
처량히,-1
처리를 못하고,-1
처리하기 어려움,-1
처리하기 어려워서,-1
처리하기 어렵다,-1
처리하지 못하고,-1
처벌을,-1
처벌하여,-1
처연하다,-1
처지가 나빠지다,-1
처지가 안되고,-1
처참하게,-1
처참하다,-1
천박,-1
천박하게,-1
천박하게 까무스름하다,-1
천박하고,-1
천박하고 못된,-1
천한 사람이나,-1
철저하지 못하게,-1
철저하지 못하다,-1
체면이 깍이는,-1
체면이 깎이는,-1
체면이 깎일,-1
초라하고,-1
초라하고 가엾게,-1
초라하다,-1
초라한,-1
초라한 데가,-1
초라한 집을,-1
초상이,-1
초상이 나다,-1
최악,-1
최악의,-1
최좌,-1
추근대다,-1
추악해지다,-1
추잡하다,-1
추잡한,-1
추잡한 데가,-1
추저분하게,-1
추저분하다,-1
추저분한,-1
추하고,-1
추하다,-1
충분하지 못하다,-1
충분하지 아니하다,-1
충실하지 않고,-1
취약하다,-1
취약한,-1
측은스럽다,-1
측은지심,-1
측은하다,-1
치밀하지 못하여,-1
치사하고,-1
치사하고 더러워,-1
치사하여,-1
치욕,-1
치욕스럽다,-1
침울하고,-1
침울하고 무겁다,-1
칼빵,-1
크게 노함,-1
크게 실망하다,-1
크게 실망함,-1
크게 우는,-1
크게 위태로움을,-1
큰 결함,-1
큰 불행을,-1
큰 타격을,-1
타격을,-1
타격을 받아,-1
타격을 입어,-1
타분하다,-1
탁하다,-1
탄식,-1
탄식 따위를,-1
탄식하다,-1
탄식하여,-1
탄식할,-1
탄식할 만하게,-1
탄식할 만한,-1
탄식함,-1
탐욕스러운,-1
탐욕스러운 사람을,-1
탐욕이,-1
탐욕이 많아서,-1
탐탁지 아니하게,-1
탐탁하지 아니하고,-1
탓하거나 불평을,-1
터무니없거나,-1
터무니없거나 어처구니없다고,-1
터무니없는,-1
터무니없는 고집을,-1
터무니없이,-1
톨톨대다,-1
통탄하다,-1
퉁명스러운,-1
퉁명스러운 데가,-1
틀리거나 그릇되게,-1
파괴,-1
파괴 행위,-1
파울,-1
팔자 사나운,-1
패배하다,-1
페널티,-1
편견,-1
편두통,-1
편리하지 않은,-1
편안하지 못하다,-1
편안하지 아니하게,-1
편안하지 아니하다,-1
편안하지 아니함,-1
편안하지 않다는,-1
편치 못하고,-1
편하지 못하다,-1
편하지 못한,-1
편하지 아니하고,-1
편하지 아니하다,-1
편하지 아니함,-1
편하지 않고,-1
편하지 않은,-1
편하지 않음,-1
평온하지 못하고,-1
폐가 상하여,-1
폐결핵,-1
폐렴,-1
폐를 끼쳐서,-1
폐를 끼쳤을,-1
포악하다,-1
포악한 성격,-1
포악한 성격을,-1
폭군,-1
폭군을,-1
폭력,-1
푸념을,-1
품고 미워하다,-1
품행이 단정하지 못하고,-1
풍자하였다,-1
피꺼솟,-1
피눈물,-1
피부병,-1
피부병 증상,-1
피부병을 앓아,-1
피하거나 싫어하다,-1
핀잔,-1
핀잔 따위를,-1
핀잔을,-1
핀잔을 주거나,-1
핀잔을 주는,-1
하소연이나,-1
하소연하는,-1
하소연하는 것,-1
하소연하다,-1
하지 못하고,-1
하지 못하는,-1
하지 못하다,-1
하지 못하여,-1
하찮게,-1
하찮게 내버려지거나,-1
하찮게 대하다,-1
하찮게 대함,-1
하찮게 여겨,-1
하찮게 여기다,-1
하찮고,-1
하찮고 보잘것없다,-1
하찮다,-1
하찮은,-1
하찮은 목숨,-1
하찮은 사람,-1
하찮은 사람들이,-1
하찮은 사람이나,-1
하찮은 일,-1
하찮은 일로,-1
하찮은 일에도,-1
하찮은 일을,-1
하찮은 처지에,-1
학대하는,-1
한스럽게,-1
한스럽게 여기다,-1
한스럽다,-1
한이 되는,-1
한탄,-1
한탄스러울,-1
한탄스러울 때,-1
한탄스럽다,-1
한탄스레,-1
한탄하다,-1
한탄하여,-1
한탄하여 한숨을,-1
한탄함,-1
할딱대다,-1
함부로 간섭하거나,-1
함부로 거만하게,-1
함부로 고기는,-1
함부로 고기다,-1
함부로 구는,-1
함부로 굴다,-1
함부로 꼬집거나,-1
함부로 날뜀,-1
함부로 낳다,-1
함부로 놀리는,-1
함부로 놀리다,-1
함부로 대답함,-1
함부로 덤비거나,-1
함부로 들부수어,-1
함부로 들추거나,-1
함부로 들추어,-1
함부로 말을 하다,-1
함부로 말하는,-1
함부로 버려지다,-1
함부로 빼앗아,-1
함부로 사격함,-1
함부로 손대거나,-1
함부로 스다,-1
함부로 써서,-1
함부로 쓰는,-1
함부로 쓰다,-1
함부로 씀,-1
함부로 우악스럽게,-1
함부로 자꾸,-1
함부로 젓거나,-1
함부로 죽임,-1
함부로 지껄이다,-1
함부로 참혹하게,-1
함부로 캐는,-1
함부로 캐다,-1
함부로 파내다,-1
함부로 하는,-1
함부로 하다,-1
함부로 행동하는,-1
함부로 행동하다,-1
함부로 행동하여,-1
함정에,-1
함정에 빠지게,-1
합당치 못한,-1
해,-1
해가,-1
해가 되는,-1
해가 될까,-1
해로운,-1
해로운 일이,-1
해로운 현상,-1
해로움이나,-1
해로움이나 손실이,-1
해롭다,-1
해를 끼치는,-1
해를 끼치다,-1
해를 끼침,-1
해를 받다,-1
해를 입다,-1
해를 입음,-1
해쳐서,-1
해쳐서 말하다,-1
해치거나,-1
해치거나 죽이는,-1
해치다,-1
해치려고,-1
해치려다가,-1
해칠,-1
해침,-1
행동으로 위협하다,-1
행동을 밉살스럽게,-1
행동이 건방져,-1
행동이 못된,-1
행동이 상스럽고,-1
행동이 실없거나,-1
행동이 실없고,-1
행동이 억척스럽고,-1
행동이 우악스러운,-1
행동이 우악스럽다,-1
행동이 주제넘고,-1
행동하지 못하고,-1
행동하지 못하도록,-1
행복하지 아니한,-1
행실이 나쁘거나,-1
행실이 추저분하게,-1
행실이 추저분하다,-1
행실이 추저분한,-1
행실이 추저분한 사람,-1
행위를 죄악이라고,-1
행패를 부리고,-1
행하던 형벌,-1
허락하지 아니함,-1
허랑방탕한,-1
허랑방탕한 생활을,-1
허용하지 아니함,-1
허접,-1
허접스럽다,-1
허접쓰레기,-1
허접하다,-1
허찮은 일로,-1
허탕이,-1
허탕이 되어,-1
허탕하다,-1
허황되게,-1
허황되게 행동하다,-1
허황되다,-1
허황된,-1
허황된 모양,-1
허황하고,-1
허황하며,-1
허황한,-1
허황한 것을,-1
헐뜯거나,-1
헐뜯거나 험상궃은,-1
헐뜯고,-1
헐뜯고 비난하는,-1
헐뜯기,-1
헐뜯기 위하여,-1
헐뜯는,-1
헐뜯는 말을,-1
헐뜯는 짓,-1
헐뜯다,-1
헐뜯어,-1
헐뜯어 말하는,-1
헐뜯어서,-1
헐뜯으려고,-1
헐뜯음,-1
험상궂게,-1
험상궂고,-1
험상궂은,-1
험상궂은 데가,-1
험상궂은 욕,-1
험상궂은 욕을,-1
험상궃은,-1
험상궃은 욕을,-1
험상스럽다,-1
험상하고,-1
헛되이,-1
헛된,-1
헛된 명성,-1
헛된 이야기만을,-1
헛된 행동만,-1
혀를 차는,-1
현저하게 떨어지는,-1
혐오,-1
혐오감,-1
혐오감을,-1
혐오감을 주는,-1
혐오스럽다,-1
혐오증,-1
협박,-1
협박과,-1
협박하다,-1
형벌,-1
형벌에 처함,-1
형세가 위태롭게,-1
형세가 위태롭다,-1
형편없게,-1
형편없게 됨을,-1
형편없다,-1
형편이 딱하게,-1
형편이 어려워,-1
형편이 어려워서,-1
