부정,점수
알아듣지 못할,-1
알아들을 수 없는,-1
알아차리지 못하다,-1
알알한,-1
알알한 듯하다,-1
알알한 모양,-1
알지 못하는,-1
알지 못하여,-1
알지 못함을,-1
알짝지근하다,-1
알짤지근한,-1
알짤지근한 모양,-1
앍은 자국이,-1
앓는 병,-1
앓아서,-1
앓을,-1
암담한,-1
암담한 상태나,-1
암으로 말미암아,-1
압력을 가하여,-1
압박감을,-1
압박감을 주다,-1
압박하여,-1
앙칼지게,-1
앙큼하게,-1
앙큼하게 하다,-1
앞뒤 생각 없이,-1
앞뒤를 가리지 않고,-1
앞뒤를 고려하지 않고,-1
앞뒤를 헤아리지 아니하고,-1
앞뒤를 헤아리지 않고,-1
앞으로 나가지 못하고,-1
앞으로 나아가지 못하고,-1
앞잡이,-1
앞잡이 노릇,-1
앞잡이 노릇을,-1
애가 쓰이다,-1
애가 자꾸 타는,-1
애가 자꾸 타다,-1
애가 타는,-1
애가 타다,-1
애가 타서,-1
애가 탐,-1
애를 먹는,-1
애를 먹다,-1
애를 써,-1
애를 써서,-1
애를 쓰는,-1
애를 쓰다,-1
애를 태우다,-1
애쓰는,-1
애쓰는 모양,-1
애쓰다,-1
애옥살림하다,-1
애타는,-1
애타는 마음,-1
야금야금 빼앗다,-1
야단스러워지는,-1
야단스러워지는 모양,-1
야단스럽게,-1
야단스럽게 떠들어,-1
야단스럽게 부르짖으며,-1
야단스럽게 울기도,-1
야단스럽고,-1
야단스럽고 부산하게,-1
야물지 못하고,-1
야위거나,-1
야위거나 메말라,-1
야위고,-1
야위다,-1
야위어,-1
야윈,-1
야윈 데가,-1
야윈 모양,-1
야필패,-1
약간 다급하게,-1
약간 머뭇거리다,-1
약간 쉰,-1
약간 시들어,-1
약간 움츠러드는,-1
약간 짓무르고,-1
약간 차갑게,-1
약빠르고,-1
약빠르고 밉다,-1
약빠르지,-1
약빠르지 못하다,-1
약점을,-1
약점을 잡아,-1
약하거나,-1
약하고,-1
약하다,-1
약하면,-1
약하면 피는,-1
약하여,-1
약하여서,-1
약하여져서,-1
약하여지는,-1
약하여지는 병,-1
약하여지는 증상,-1
약하여진 증상,-1
약한,-1
약한 상태에,-1
약한 자는,-1
약해져서,-1
약해지다,-1
약해진,-1
약해진 눈,-1
얄망궂고,-1
얌치없이,-1
얌치없이 태연하다,-1
양기가 부족하여,-1
양기가 허하여,-1
양보하지 아니하다,-1
양보하지 않고,-1
양심에 거리끼어,-1
양심에 벗어나는,-1
양심을 속이다,-1
얕보다,-1
어그러뜨리다,-1
어그러지고,-1
어그러지고 사나운,-1
어그러지다,-1
어긋나,-1
어긋나 있게,-1
어긋나 있다,-1
어긋나게,-1
어긋나고,-1
어긋나고 비뚤어져서,-1
어긋나는,-1
어긋나는 데가,-1
어긋나다,-1
어긋남에도 불구하고,-1
어기다,-1
어두운 빛을,-1
어두운 상태,-1
어두침침하게,-1
어두침침하게 까무스름하다,-1
어두침침하고,-1
어두침침하고 쓸쓸하다,-1
어둑하다,-1
어둡거나,-1
어둡거나 험하여,-1
어둡고,-1
어둡고 침침하다,-1
어둡다,-1
어떤 두려움으로,-1
어떤 병이,-1
어떤 병이나,-1
어떤 약점을,-1
어렴풋하다,-1
어름어름,-1
어름어름 넘기는,-1
어름어름 넘기다,-1
어리둥절하여,-1
어리벙,-1
어리벙벙,-1
어리벙벙하게,-1
어리벙벙하다,-1
어리벙벙하여,-1
어리빙빙하다,-1
어리삥삥하다,-1
어물어물,-1
어물어물 망설이기만,-1
어물어물하다,-1
어색스럽다,-1
어색하거나,-1
어색하거나 거북하거나,-1
어색하고,-1
어색하고 부자연스럽게,-1
어색하고 쑥스럽다,-1
어색하다,-1
어색한,-1
어색한 느낌,-1
어색한 느낌이,-1
어색한 데가,-1
어설프게,-1
어설프고,-1
어설프다,-1
어설프며,-1
어설픈,-1
어설픈 데가,-1
어설픈 듯하다,-1
어설피,-1
어수룩하고,-1
어수룩하고 만만한,-1
어수룩한,-1
어수룩한 데가,-1
어수선하거나,-1
어수선하거나 다보록하다,-1
어수선하게,-1
어수선하게 들떠,-1
어수선하게 들뜨는,-1
어수선하게 떠드는,-1
어수선하게 떠들다,-1
어수선하게 생각함,-1
어수선하게 소란이,-1
어수선하게 움직이며,-1
어수선하게 이야기하다,-1
어수선하게 흩어져,-1
어수선하고,-1
어수선하고 소란스러운,-1
어수선하고 소란스러움,-1
어수선하고 소란스럽다,-1
어수선하고 소홀하게,-1
어수선하고 소홀하다,-1
어수선하고 엉성하다,-1
어수선하다,-1
어수선하여,-1
어수선한,-1
어수선한 모양,-1
어수선함,-1
어울리지 아니하고,-1
어울리지 아니한,-1
어울리지 않거나,-1
어울리지 않게,-1
어울리지 않고,-1
어울리지 않다,-1
어울리지 않아,-1
어울린 맛과 세련됨이 없이,-1
어이가 없거나,-1
어이없다,-1
어이없을,-1
어이없을 때,-1
어이없이,-1
어정쩡히,-1
어중간한,-1
어중간한 모양,-1
어중간한 사람,-1
어중간한 태도,-1
어지간히 시들어,-1
어지러우며,-1
어지러운,-1
어지러운 기운이,-1
어지러운 느낌,-1
어지러운 데가,-1
어지러운 모양,-1
어지러운 상태로,-1
어지러운 상태에,-1
어지러운 자리,-1
어지러울 정도로,-1
어지러워,-1
어지러워서,-1
어지러워지는,-1
어지러워지는 모양,-1
어지럼증,-1
어지럽거나,-1
어지럽게,-1
어지럽게 늘어져,-1
어지럽게 뒤섞여,-1
어지럽게 일어나,-1
어지럽게 하는,-1
어지럽게 하다,-1
어지럽게 흔들거리는,-1
어지럽게 흔들거리다,-1
어지럽게 흩어져,-1
어지럽게 흩어지거나,-1
어지럽게 흩어지다,-1
어지럽고,-1
어지럽다,-1
어지럽도록,-1
어지르다,-1
어집럽게 일어나거나,-1
어찌할 바를 모르는,-1
어찌할 바를 모르다,-1
어찌할 바를 몰라,-1
어찌할 줄 몰라서,-1
어찌할 줄을 몰라,-1
어찔어찔하다,-1
어찔어찔한,-1
어찔어찔한 모양,-1
어처구니없는,-1
어처구니없는 짓,-1
어처구니없다,-1
어처구니없다고,-1
어처구니없이,-1
억세다,-1
억세어,-1
억제하며,-1
억지,-1
억지가,-1
억지가 세어서,-1
억지감,-1
억지로,-1
억지로 가로막아서,-1
억지로 나오게,-1
억지로 들이밀어,-1
억지로 만들다,-1
억지로 빼앗기,-1
억지로 빼앗다,-1
억지로 빼앗아,-1
억지로 쑤시고,-1
억지로 억누름,-1
억지로 억눌리다,-1
억지로 입다,-1
억지로 차지하다,-1
억지로 참거나,-1
억지로 참는,-1
억지로 하는,-1
억지를,-1
억지를 부리거나,-1
억지를 쓰며,-1
억지스러운,-1
억지스러운 느낌,-1
억지스럽다,-1
억척스럽고 세차다,-1
얻어맞을,-1
얻어맞을 때,-1
얻지 못하거나,-1
얻지 못하여,-1
얼굴빛이 누르렀다,-1
얼굴이 꺼칠하고,-1
얼굴이 붉으락푸르락하여지며,-1
얼굴이 붉으락푸르락해지며,-1
얼굴이 야위고,-1
얼굴이 창백하고,-1
얼굴이 창백하여지고,-1
얼기설기하다,-1
얼떨떨하다,-1
얼떨떨하여,-1
얼떨떨한,-1
얼떨떨한 정신,-1
얼떨떨해지다,-1
얼떨떨해하다,-1
얼렁뚱땅하는,-1
얼렁뚱땅하는 수단을,-1
얼렁뚱땅하여,-1
얼룩덜룩하게 된,-1
얼버무리다,-1
얼빠져,-1
얼빠져 보이는,-1
얼빠진,-1
얼빠진 사람처럼,-1
얼얼하다,-1
얼이 빠지다,-1
얼이 빠짐,-1
얽매여서,-1
얽은,-1
얽은 것이나,-1
얽은 자국이,-1
얽히거나,-1
엄격하게 나무라다,-1
엄격하여,-1
엄살을,-1
엄살을 부리는,-1
엄살을 부리며,-1
없다,-1
없어서,-1
없어져,-1
없어지다,-1
없어진,-1
없어짐,-1
없으면서,-1
없음을,-1
없이 가볍게,-1
없이 멋쩍고,-1
엇서며,-1
엇서며 대들다,-1
엉너리로,-1
엉뚱하게,-1
엉뚱하고,-1
엉뚱한,-1
엉뚱한 느낌을,-1
엉뚱한 욕심을,-1
엉뚱한 짓을,-1
엉성하고,-1
엉성하고 거친,-1
엉성하고 조잡하다,-1
엉성하다,-1
엉성한,-1
엉성한 모양,-1
엉성한 물건이,-1
엉큼하게,-1
엉큼하고,-1
엉큼한,-1
엉큼한 마음을,-1
엎어지게,-1
엎어지게 하다,-1
엎어지는,-1
엎어지는 모양,-1
에게 굽실거리다,-1
에게 굽실하다,-1
여기어 탓하거나,-1
여리다,-1
여물지 아니한,-1
여위거나,-1
여위게 된다,-1
여위게 하다,-1
여위고,-1
여위고 쇠약해지는,-1
여위어,-1
여위우다,-1
여윈,-1
여윈 모습을,-1
여윈 사람을,-1
여유 없이,-1
여유가 없다,-1
여유가 없어,-1
여유가 없이,-1
여자를 속되게,-1
여자를 욕하여,-1
역경,-1
역전패,-1
역전패하다,-1
연덕,-1
연민,-1
연민스럽다,-1
연민이나,-1
연민이나 쓰라림,-1
연민하다,-1
연약하게 되다,-1
연줄이 끊어져,-1
열성병,-1
열심히 하지 아니하는,-1
열심히 하지 아니하다,-1
열없다,-1
열없이,-1
열이 나고,-1
열이 나는,-1
열이 나며,-1
열이 높고,-1
열이 높아지는,-1
열이 심하게,-1
열이 자꾸 나며,-1
열증,-1
염증이 생기는,-1
염치 없이,-1
염치가 없다,-1
염치가 없어,-1
염치없이,-1
염치없이 굴다,-1
염치없이 슬그머니,-1
염치없이 태연하게,-1
염탐을 잘못함,-1
엿보거나,-1
영악한,-1
영악한 데가,-1
영양 부족이나,-1
영양 실조,-1
영양실조로,-1
영양이 적고,-1
영영 끊어지다,-1
영영 끊어짐,-1
옆구리가 켕기고,-1
예리하지 못하다,-1
예민하거나,-1
예민하거나 섬약하여,-1
예절을 모르는,-1
오그라들다,-1
오는 위기적,-1
오답,-1
오도하다,-1
오래되거나,-1
오르지 못하던,-1
오스스 소름이,-1
오슬오슬하다,-1
오싹,-1
오싹거리다,-1
오싹대다,-1
오싹오싹하다,-1
오싹하다,-1
오염,-1
오용하다,-1
오크,-1
오한,-1
오한과,-1
오한이,-1
오한이 난다,-1
오한이 생기거나,-1
오해,-1
오해하다,-1
옥신각신하며,-1
옥신각신하며 다투는,-1
옥신각신하며 다투다,-1
온갖 요망한,-1
온몸이 노곤하여,-1
온몸이 붓고,-1
온순하지 못하고,-1
온순하지 못하여,-1
온통 소란해지거나,-1
올곧지 아니하여,-1
올바르지 못하고,-1
올바르지 않거나,-1
옭아 묶다,-1
옭아 묶음,-1
옮아,-1
완성하지 못하다,-1
완전하지 못하고,-1
완전하지 못하여,-1
외로운,-1
외로운 감정,-1
외로운 베개라는,-1
외로운 베개와,-1
외로운 잠자리를,-1
외로워,-1
외로워 슬퍼지다,-1
외로워 슬프게,-1
외로워 슬프다,-1
외로워하다,-1
외로이,-1
외롭거나,-1
외롭거나 쓸쓸하게,-1
외롭다,-1
외설스러운,-1
요란스러운,-1
요란스러운 모양,-1
요란스럽게,-1
요란스럽게 닦달하거나,-1
요란스럽게 떠드는,-1
요란스럽게 울리는,-1
요란스럽게 터지는,-1
요란하게,-1
요란하게 떠들고,-1
요란하게 울리는,-1
요란하고,-1
요란하고 사납던,-1
요란하다,-1
요량 없이 경솔하다,-1
요량 없이 경솔한,-1
요리조리 빼면서,-1
욕심,-1
욕심 따위가,-1
욕심껏,-1
욕심껏 먹어,-1
욕심껏 탐내어,-1
욕심꾸러기,-1
욕심부리다,-1
욕심스럽다,-1
욕심에 사로잡히다,-1
욕심에 사로잡힌,-1
욕심을,-1
욕심을 부려,-1
욕심을 품고,-1
욕심이,-1
욕심이 나서,-1
욕심이 드러나는,-1
욕심이 많고,-1
욕심이 많은,-1
욕심쟁이,-1
욕지기가 나서,-1
용도대로 쓰이지 못하고,-1
우그러져,-1
우그러지게,-1
우그러지게 하다,-1
우그러지고,-1
우그러지고 쭈그러들게,-1
우그러지고 쭈그러듦,-1
우기거나,-1
우기는,-1
우기는 모양,-1
우기다,-1
우는,-1
우는 모양,-1
우는 소리,-1
우는 소리가,-1
우락부락하고 거칠거나,-1
우물거리며,-1
우물거림,-1
우물우물하며,-1
우물우물하며 넘기려고,-1
우물쭈물하는,-1
우물쭈물하는 모양,-1
우물쭈물하다,-1
우스꽝스럽다,-1
우스꽝스레,-1
우스운,-1
우스운 데가,-1
우습게,-1
우습고,-1
우습고 싱거운,-1
우습다,-1
우유부단하다,-1
우직스럽게,-1
우직스럽게 계속,-1
우직하고,-1
우치,-1
운동 장애가,-1
운치가 없다,-1
운치가 없음,-1
울고 싶다,-1
울렁거리는,-1
울렁거리는 모양,-1
울렁거리다,-1
울렁대다,-1
울보,-1
움직이지 못하는,-1
움직일 수 없는,-1
움질대다,-1
움츠러드는,-1
움츠러드는 데가,-1
움츠러드는 모양,-1
움츠러들거나,-1
움츠러들거나 소름이,-1
움츠리는,-1
움츠리는 모양,-1
움츠리다,-1
움츠린다는,-1
움츠린다는 뜻으로,-1
움츠림을,-1
움츠림을 비유적으로,-1
웃음거리로 만들다,-1
원대하다,-1
원만하지 않고,-1
원인 불명의,-1
원하는 것을 가지지 못하여,-1
원하지 않는,-1
위급한,-1
위급한 증상,-1
위기,-1
위기적,-1
위기적 의식,-1
위반되어,-1
위반한,-1
위반한 자를,-1
위배하다,-1
위법,-1
위법 행위,-1
위조,-1
위조하거나,-1
위조하다,-1
위조함으로써,-1
위축,-1
위축감,-1
위축되다,-1
위태로운,-1
위태로운 모양,-1
위태로움을,-1
위태로움을 느껴,-1
위태롭거나,-1
위태롭거나 치사하고,-1
위태롭게,-1
위태롭게 매달려,-1
위태롭다,-1
위태하여,-1
윗사람에게 고자질함,-1
윗사람을 농락하여,-1
윗사람을 비판함,-1
유감,-1
유감스러운,-1
유감스럽다,-1
유들유들한,-1
유들유들한 모양,-1
유지하지 못하게,-1
유치하다,-1
유쾌하지 못하게,-1
유쾌하지 못한,-1
육중하고 무디다,-1
윤기 없이,-1
윤기가 없고,-1
윤기가 없어,-1
윤기가 없이,-1
으름장을,-1
으름장을 놓거나,-1
으스스,-1
으시시,-1
은근히 귀찮게,-1
은근히 허전하고,-1
은혜도 모르는,-1
을 굽실거리다,-1
을 굽실하다,-1
을 마음대로 다루면서 데리고 놀다,-1
음란하고,-1
음산하고,-1
음식이 변하거나,-1
음식이 체하여,-1
음침하다,-1
음흉한 방법으로,-1
응석을,-1
응석을 부리며,-1
응어리진,-1
응어리진 마음,-1
응하지 아니하고,-1
의기소침,-1
의기소침하다,-1
의기저상,-1
의기저상하다,-1
의도에서 벗어나,-1
의도적으로 꼬집거나,-1
의사와 관계없이,-1
의심,-1
의심나다,-1
의심되다,-1
의심스럽거나,-1
의심스럽고,-1
의심스럽고 이상하게,-1
의심스럽고 이상하다,-1
의심스럽다,-1
의심쩍다,-1
의심하는,-1
의심하는 마음이,-1
의심하다,-1
의아스러운,-1
의아스러운 일을,-1
의아심,-1
의아하다,-1
의존성이,-1
의존성이 생겨,-1
의지가 없이,-1
의지할 곳도 없음,-1
의지할 곳이 없다,-1
의지할 곳이 없어,-1
의지할 곳이 없어진,-1
의지할 곳이 없이,-1
의지할 곳조차 없다,-1
의회,-1
의회하다,-1
이간질하다,-1
이기지 못하고,-1
이득이 없이,-1
이랬다저랬다,-1
이러저리 기울어지며,-1
이러저리 자꾸,-1
이러지도 저러지도 못하고,-1
이루지 못하다,-1
이루지 못함,-1
이르지 못하거나,-1
이르지 못하다,-1
이르지 못함을,-1
이를 갈다,-1
이리저리 궁리만,-1
이리저리 망설이는,-1
이리저리 어지럽게,-1
이리저리 얽혀서,-1
이리저리 자꾸,-1
이리저리 트집을,-1
이리저리 헛디디는,-1
이리저리 헛디디다,-1
이리저리 헤매는,-1
이리저리 휩쓸리는,-1
이리저리로 빈정거리다,-1
이뭐병,-1
이별하다,-1
이상이 생겨,-1
이상이나 장애로,-1
이상하게,-1
이상하게 여기는,-1
이상하다,-1
이야기하다,-1
이용하는 짓을,-1
이이없다,-1
이익이 되지 아니하고,-1
이치에 닿지 않다,-1
이치에 어긋나,-1
이해의 대립으로,-1
이해하기 어려운,-1
이해하지 못하는,-1
이혼을,-1
이혼을 하고,-1
익살바르다,-1
익숙지 못하고,-1
익숙하지 못하고,-1
익숙하지 못하여,-1
익지 아니하다,-1
익지 아니하여서,-1
익혀지지 못하다,-1
익히지 못하다,-1
익히지 못한,-1
익히지 못한 사람,-1
익히지 못함,-1
인색하게,-1
인정이 없게,-1
인정이 없는,-1
인정이 없이,-1
인정하지 않고,-1
일러바치다,-1
일류,-1
일방적으로,-1
일부러,-1
일부를 다치다,-1
일부를 빼앗아,-1
일어나는 화,-1
일에 매여,-1
일에 실패하거나,-1
일에 훼방을,-1
일을 간섭하고,-1
일을 대강대강,-1
일을 무리하게,-1
일을 훼방,-1
일이 꼬이거나,-1
일이 난처하거나,-1
일이 물리거나,-1
일이 어그러지다,-1
일진,-1
일찍 죽다,-1
일치하지 않다,-1
일하기를 꺼리어,-1
일하기를 싫어하는,-1
일하기를 싫어하여,-1
잃거나,-1
잃거나 없애다,-1
잃게,-1
잃게 하거나,-1
잃게 하다,-1
잃다,-1
잃어 섭섭하거나,-1
잃어 스러져,-1
잃어버리다,-1
잃었다,-1
잃은,-1
잃은 느낌,-1
잃은 상태로,-1
잃을,-1
잃을 정도로,-1
임신구토,-1
임질,-1
입 안이 마르고,-1
입맛을 잃다,-1
입맛이 떨어지고,-1
입맛이 없다,-1
입맛이 없어지고,-1
입맛이 없으며,-1
입속으로 지껄이다,-1
입을 가볍게,-1
입을 나불거리며,-1
입을 너불거리며,-1
입을 삐쭉이는,-1
입을 삐쭉이다,-1
입을 함부로,-1
입이 쓰며,-1
입힌 손상이나,-1
잇따라 게우는,-1
잇따라 귀찮게,-1
잇따라 맥없이,-1
잇따라 쑤시다,-1
잇따라 울다,-1
잇따라 지껄이다,-1
잇따라 힘없이,-1
잇몸이 붓고,-1
잇지 못할,-1
잉여,-1
ㅈㄹ,-1
ㅈㅅ,-1
자격을 박탈하여,-1
자격이 박탈되어,-1
자격이 없는,-1
자궁 탈출증,-1
자기중심적,-1
자기하다,-1
자꾸 가쁘고,-1
자꾸 간섭하거나,-1
자꾸 거만하게,-1
자꾸 건성으로,-1
자꾸 걸리다,-1
자꾸 군소리를,-1
자꾸 굼뜨게,-1
자꾸 근질근질하다,-1
자꾸 까다롭게,-1
자꾸 까다롭고,-1
자꾸 까부는,-1
자꾸 까불거나,-1
자꾸 까불다,-1
자꾸 까불며,-1
자꾸 까불어,-1
자꾸 꼬물거리는,-1
자꾸 꾀거나,-1
자꾸 너불거리며,-1
자꾸 놀라는,-1
자꾸 놀리는,-1
자꾸 놀리다,-1
자꾸 능글맞게,-1
자꾸 능청스럽게,-1
자꾸 다투거나,-1
자꾸 다투는,-1
자꾸 다투다,-1
자꾸 덤비다,-1
자꾸 되지못한,-1
자꾸 들볶거나,-1
자꾸 따끔하게,-1
자꾸 떠드는,-1
자꾸 떠들거나,-1
자꾸 떠들다,-1
자꾸 떠들어,-1
자꾸 뜨끔하게,-1
자꾸 마지못하여,-1
자꾸 막히다,-1
자꾸 말대꾸하다,-1
자꾸 망설이는,-1
자꾸 망설이며,-1
자꾸 맥없이,-1
자꾸 머뭇거리게,-1
자꾸 머뭇거리는,-1
자꾸 머뭇거리다,-1
자꾸 머뭇거리며,-1
자꾸 머뭇머뭇하는,-1
자꾸 머뭇하다,-1
자꾸 무섭고,-1
자꾸 미루거나,-1
자꾸 방정맞게,-1
자꾸 방해가,-1
자꾸 버릇없게,-1
자꾸 버릇없이,-1
자꾸 보채거나,-1
자꾸 볼품없이,-1
자꾸 불안하게,-1
자꾸 비틀거리는,-1
자꾸 빈둥거리는,-1
자꾸 성가시게,-1
자꾸 성을,-1
자꾸 시근시근하다,-1
자꾸 시끄럽게,-1
자꾸 시큰둥한,-1
자꾸 신경질적으로,-1
자꾸 쑤시는,-1
자꾸 쑤시다,-1
자꾸 쓰러지거나,-1
자꾸 쓰러질,-1
자꾸 아프다,-1
자꾸 앓는,-1
자꾸 앓다,-1
자꾸 애쓰는,-1
자꾸 애쓰다,-1
자꾸 어색하다,-1
자꾸 어수선하게,-1
자꾸 어지럽게,-1
자꾸 얻어맞을,-1
자꾸 엿보거나,-1
자꾸 요란스럽게,-1
자꾸 우기거나,-1
자꾸 우기는,-1
자꾸 우는,-1
자꾸 우물쭈물하다,-1
자꾸 움직이는,-1
자꾸 움직이다,-1
자꾸 자린,-1
자꾸 자빠지다,-1
자꾸 저는,-1
자꾸 저리다,-1
자꾸 저린,-1
자꾸 절다,-1
자꾸 조르거나,-1
자꾸 주저주저하거나,-1
자꾸 주저주저하며,-1
자꾸 주책없이,-1
자꾸 지껄이는,-1
자꾸 지껄이다,-1
자꾸 짖궂게,-1
자꾸 짜증을,-1
자꾸 쩔쩔매거나,-1
자꾸 참견하다,-1
자꾸 처지는,-1
자꾸 치밀어,-1
자꾸 치사하고,-1
자꾸 토하려고,-1
자꾸 토할,-1
자꾸 피하는,-1
자꾸 헤매다,-1
자꾸 헷갈리어,-1
자꾸 화를,-1
자꾸 흐려지다,-1
자꾸 흔들리다,-1
자꾸 흘리다,-1
자꾸 힘없이,-1
자라지 못하고,-1
자리다,-1
자리자라한,-1
자리자리한,-1
자리자리한 느낌,-1
자리자리한 느낌이,-1
자린,-1
자린 느낌,-1
자린 느낌이,-1
자린 듯하다,-1
자린 듯한,-1
자린한 느낌,-1
자릿자릿하다,-1
자릿한,-1
자릿한 느낌,-1
자빠지거나,-1
자빠지는,-1
자빠지는 모양,-1
자빠지다,-1
자송,-1
자송하다,-1
자신의 결함이나,-1
자신의 이익만을,-1
자연스럽지 못하게,-1
자연스럽지 아니하게,-1
자연스럽지 아니하다,-1
자연스럽지 않다,-1
자유가 제한되거나,-1
자유를 침해함으로써,-1
자제력을 잃다,-1
자제력을 잃어,-1
자주 앓다,-1
자증을 내며,-1
자지 못하는,-1
자지러지도록,-1
자지러지도록 꼴로,-1
자지러질,-1
자질구레한,-1
자질구레한 것까지,-1
자책,-1
자책하다,-1
자포자기,-1
자포자기하다,-1
자포하다,-1
자해하다,-1
작붕,-1
잔꾀로,-1
잔뜩 벼르다,-1
잔부끄러움,-1
잔소리,-1
잔소리나,-1
잔소리나 푸념을,-1
잔소리를,-1
잔소리를 하거나,-1
잘 떠벌리다,-1
잘 모르거나,-1
잘 몰라서,-1
잘 안될까,-1
잘난 체,-1
잘난 체하거나,-1
잘난 체하고,-1
잘난 체하는,-1
잘난 체하다,-1
잘난 체하며,-1
잘난 체하여,-1
잘되지 못하도록,-1
잘되지 아니하고,-1
잘망스럽게,-1
잘못 기입함,-1
잘못된 일이,-1
잘아지고,-1
잡아 뜯거나,-1
잡지 못하게,-1
잡지 못하는 상태로,-1
잡지 못하다,-1
장난삼아,-1
장난삼아 하는,-1
장난스럽게,-1
장난이 심하고,-1
재난을,-1
재난을 이르는,-1
재물을 가로채서,-1
재물을 탐내어,-1
재물을 탐하는,-1
재미가 없게,-1
재미가 없다,-1
재미없다,-1
재발하거나,-1
재산 범죄,-1
재주가 무디다,-1
재촉하다,-1
재촉하여,-1
재촉하여 몰아대다,-1
잴뚝대다,-1
저급,-1
저급하다,-1
저는,-1
저는 모양,-1
저리거나,-1
저리거나 아픈,-1
저리고,-1
저리다,-1
저린,-1
저린 느낌,-1
저린 느낌이,-1
저린 듯하다,-1
저린 듯한,-1
저릿한,-1
저릿한 느낌,-1
저절로 무너짐,-1
저지른,-1
저지른 일,-1
저지른 잘못에,-1
저지른 죄과나,-1
저품질,-1
저하되다,-1
저하시키다,-1
적당하지 아니하게,-1
적용하기에 어려운,-1
적의 앞잡이,-1
전부 게워,-1
전염병,-1
전혀 모르거나,-1
전혀 없는,-1
절거나,-1
절다,-1
절며,-1
절며 걷는,-1
절며 걷다,-1
절면서,-1
절면서 걷는,-1
절면서 걷다,-1
절박하다,-1
절절매다,-1
점잖지 못하거나,-1
점잖지 못하게,-1
점잖지 못한,-1
점잖지 않다,-1
점점 긴장되다,-1
정기가 없이,-1
정도가 심하거나,-1
정도가 심하게,-1
정도가 지나쳐서,-1
정도가 지나친,-1
정도에 넘침,-1
정밀하지 못하고,-1
정상을 벗어난,-1
정신 분열병과,-1
정신병 환자,-1
정신없다,-1
정신없이,-1
정신을 어지럽게,-1
정신을 잃는,-1
정신을 잃을,-1
정신의 이상이나,-1
정신이 까무러질,-1
정신이 나가거나,-1
정신이 나간 것처럼,-1
정신이 멍하고,-1
정신이 아득하고,-1
정신이 아찔하여,-1
정신이 어리벙벙하여,-1
정신이 어지럽게,-1
정신이 어지럽다,-1
정신이 어지럽도록,-1
정신이 얼떨떨하여,-1
정신이 없고,-1
정신이 혼미해지고,-1
정신이 흐려서,-1
정신이 흐려져,-1
정신이 흐려지고,-1
정신이 흐려진다,-1
정신이 흐리고,-1
정신이 흐릿하여,-1
정을 끊고,-1
정이 버성기어,-1
정이 없고,-1
정이 없이,-1
정조를 빼앗겨,-1
정조를 지키지 아니하다,-1
정직하지 못한,-1
정처 없이,-1
정함이 없이,-1
정해지지 못하고,-1
제 마음대로,-1
제 분수를 잊어버리고,-1
제격에 맞지 않고,-1
제대로 하지 아니하다,-1
제맛이 나지 아니하고,-1
제맛이 나지 않고,-1
제멋대로,-1
제멋대로 날아가다,-1
제멋대로 내버려지다,-1
제멋대로 움직이거나,-1
제정신을 잃고,-1
제정신을 차리지 못하게,-1
제쳐 놓고,-1
제한되거나,-1
제힘에 겨운,-1
제힘에 겨운 일에,-1
져서,-1
조금 거만스럽게,-1
조금 굼뜨고,-1
조금 까다롭게,-1
조금 까불며,-1
조금 다침,-1
조금 답답할,-1
조금 되바라지게,-1
조금 떠들썩하게,-1
조금 머뭇거리거나,-1
조금 머뭇머뭇하거나,-1
조금 모자란,-1
조금 비뚤어져,-1
조금 소란스럽게,-1
조금 수선스럽게,-1
조금 수선스럽다,-1
조금 시들하다,-1
조금 쓴,-1
조금 아둔하고,-1
조금 안타깝게,-1
조금 약빠르고,-1
조금 어지러운,-1
조금 어지럽게,-1
조금 염치없이,-1
조금 요란하게,-1
조금 우그러져,-1
조금 우악스럽게,-1
조금 우직하고,-1
조금 위태롭게,-1
조금 자린,-1
조금 짖궂은,-1
조금 천박하게,-1
조금 치사하고,-1
조금 타분하다,-1
조금 투덜거리는,-1
조금 투덜거리다,-1
조금 틀어진,-1
조금 희미해져서,-1
조금 힘없이,-1
조금만 앓아도,-1
조금씩 쓰리며,-1
조급하게,-1
조급하게 구는,-1
조급하게 볶아치는,-1
조급하게 볶아치다,-1
조급하여,-1
조급한,-1
조급한 마음으로,-1
조급해지고,-1
조롱하거나,-1
조롱하다,-1
조르거나,-1
조르는,-1
조르는 데가,-1
조르는 모양,-1
조마조마하게,-1
조마조마하게 지내다,-1
조마조마하다,-1
조마조마하여,-1
조마조마한,-1
조마조마한 느낌,-1
조마조마한 모양,-1
조마조마함,-1
조바심,-1
조바심이,-1
조바심이 나거나,-1
조바심이 나다,-1
조바심이 나서,-1
조바심하며,-1
조바심하며 자는,-1
조바심하며 자다,-1
조심성 없이,-1
조심성이 없고,-1
조심스럽지 못하고,-1
조심스럽지 아니하고,-1
조심스럽지 않은,-1
조심하다,-1
조심함,-1
조여들다,-1
조용히 우는,-1
조잡하다,-1
조잡한,-1
조직의 괴사가,-1
조직이 썩는,-1
존망,-1
존멸,-1
존멸하다,-1
졸아들고,-1
졸이는 마음,-1
졸임,-1
좀 거친,-1
좀 괴이쩍게,-1
좀 답답하거나,-1
좀 뚝뚝하고,-1
좀 막히는,-1
좀 막히다,-1
좀 성기게,-1
좀 안타깝거나,-1
좀 어색하고,-1
좀도둑,-1
좀스럽게 못된,-1
좀스럽게 부산을,-1
